source,metric,identity,metric_class,semantic_role,purpose,quality_definedness,current_named_use,normative_destinations,forbidden_use,review_note,normative_status,baseline_commit
hawkes,log_likelihood_gain_vs_self_only,hawkes/log_likelihood_gain_vs_self_only,fitted_model_quantity,ARRIVAL_MODEL_STATE,"Hawkes/model-fit likelihood or gain diagnostic; assesses model explanation versus alternatives, not direction or profitability.",Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,log_likelihood_per_event:hawkes,hawkes/log_likelihood_per_event:hawkes,fitted_model_quantity,ARRIVAL_MODEL_STATE,"Hawkes/model-fit likelihood or gain diagnostic; assesses model explanation versus alternatives, not direction or profitability.",Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,log_likelihood_gain_per_event_vs_poisson,hawkes/log_likelihood_gain_per_event_vs_poisson,fitted_model_quantity,ARRIVAL_MODEL_STATE,"Hawkes/model-fit likelihood or gain diagnostic; assesses model explanation versus alternatives, not direction or profitability.",Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,log_likelihood_gain_per_event_vs_self_only,hawkes/log_likelihood_gain_per_event_vs_self_only,fitted_model_quantity,ARRIVAL_MODEL_STATE,"Hawkes/model-fit likelihood or gain diagnostic; assesses model explanation versus alternatives, not direction or profitability.",Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,conditional_intensity_velocity,hawkes/conditional_intensity_velocity,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Model-implied instantaneous pre-arrival event intensity across marks.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,spectral_radius_velocity,hawkes/spectral_radius_velocity,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Rate of change of fitted branching spectral radius.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,compensator:buy,hawkes/compensator:buy,fitted_model_quantity,ARRIVAL_MODEL_STATE,Integrated fitted event intensity for the buy channel over the interval.,Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,compensator:sell,hawkes/compensator:sell,fitted_model_quantity,ARRIVAL_MODEL_STATE,Integrated fitted event intensity for the sell channel over the interval.,Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,count_innovation:buy,hawkes/count_innovation:buy,fitted_model_quantity,ARRIVAL_MODEL_STATE,Observed minus compensator event-count residual for the buy channel.,Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,count_innovation:sell,hawkes/count_innovation:sell,fitted_model_quantity,ARRIVAL_MODEL_STATE,Observed minus compensator event-count residual for the sell channel.,Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,standardized_innovation:buy,hawkes/standardized_innovation:buy,standardized_historical_comparison,ARRIVAL_MODEL_STATE,Noise-standardized point-process residual for the buy channel; model-surprise diagnostic.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,standardized_innovation:sell,hawkes/standardized_innovation:sell,standardized_historical_comparison,ARRIVAL_MODEL_STATE,Noise-standardized point-process residual for the sell channel; model-surprise diagnostic.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,last_price,leadlag/last_price,direct_or_derived_measurement,RELATIONSHIP_STATE,Current price sample retained to form the focal return path.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,observation_count,leadlag/observation_count,direct_or_derived_measurement,RELATIONSHIP_STATE,Retained focal price support; provenance only.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,contemporaneous_correlation,leadlag/contemporaneous_correlation,derived_dimensionless,RELATIONSHIP_STATE,Return dependence at zero lag.,Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,Category:SynchronizedDrift,Category(current; review semantics); Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,best_lag_correlation,leadlag/best_lag_correlation,derived_dimensionless,RELATIONSHIP_STATE,Strongest measured correlation over the declared lag search domain.,Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,best_lag_index,leadlag/best_lag_index,derived_measurement,RELATIONSHIP_STATE,"Index of the selected lag within the search grid; provenance, not economic lag itself.",Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,best_lag_seconds,leadlag/best_lag_seconds,derived_measurement,RELATIONSHIP_STATE,"Temporal offset at the strongest measured correlation; precedence only, not causality/leadership.",Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,absolute_correlation_gain,leadlag/absolute_correlation_gain,derived_dimensionless,RELATIONSHIP_STATE,Improvement in |correlation| from temporal shifting over zero-lag alignment.,Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_fraction,leadlag/lag_fraction,derived_dimensionless,RELATIONSHIP_STATE,"Selected lag relative to search span; search-domain provenance, not universal strength score.",Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,Category:DecoupledMove,Category(current; review semantics); Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,"REVIEW: spec explicitly says lag_fraction is search-domain provenance, not universal relationship strength.",KEEP_REVIEW_CURRENT_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_search_resolution_seconds,leadlag/lag_search_resolution_seconds,derived_measurement,RELATIONSHIP_STATE,Time resolution of the lag search; inference provenance.,Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_search_span,leadlag/lag_search_span,derived_measurement,RELATIONSHIP_STATE,Total lag domain searched; inference provenance.,Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,reference_return_count,leadlag/reference_return_count,support_or_inference,ESTIMABILITY,Return observations supporting the reference path.,Controls estimability/uncertainty of an inference. Never directional evidence and never a hand-tuned weight.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight; Estimator/valuation definedness and uncertainty,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Do not use support/p-value/SE/sample count as directional evidence or multiply it into the observed value.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,measured_return_count,leadlag/measured_return_count,support_or_inference,ESTIMABILITY,Return observations supporting the measured path.,Controls estimability/uncertainty of an inference. Never directional evidence and never a hand-tuned weight.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight; Estimator/valuation definedness and uncertainty,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Do not use support/p-value/SE/sample count as directional evidence or multiply it into the observed value.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,overlap_pair_count,leadlag/overlap_pair_count,support_or_inference,ESTIMABILITY,Number of paired returns available to lag estimation.,Controls estimability/uncertainty of an inference. Never directional evidence and never a hand-tuned weight.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight; Estimator/valuation definedness and uncertainty,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Do not use support/p-value/SE/sample count as directional evidence or multiply it into the observed value.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,effective_sample_count,leadlag/effective_sample_count,support_or_inference,ESTIMABILITY,Effective independent support for correlation/lag inference.,Controls estimability/uncertainty of an inference. Never directional evidence and never a hand-tuned weight.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight; Estimator/valuation definedness and uncertainty,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Do not use support/p-value/SE/sample count as directional evidence or multiply it into the observed value.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,search_count,leadlag/search_count,support_or_inference,ESTIMABILITY,Number of lag candidates searched; multiple-search provenance.,Controls estimability/uncertainty of an inference. Never directional evidence and never a hand-tuned weight.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight; Estimator/valuation definedness and uncertainty,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Do not use support/p-value/SE/sample count as directional evidence or multiply it into the observed value.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_peak_prominence,leadlag/lag_peak_prominence,derived_measurement,RELATIONSHIP_STATE,How distinctly the selected lag peak rises above neighboring lag correlations.,Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_peak_curvature,leadlag/lag_peak_curvature,derived_measurement,RELATIONSHIP_STATE,Local sharpness of the selected lag peak; broad plateaus are less temporally specific.,Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,correlation_p_value,leadlag/correlation_p_value,support_or_inference,ESTIMABILITY,Inferential p-value for selected lag correlation under stated assumptions.,Controls estimability/uncertainty of an inference. Never directional evidence and never a hand-tuned weight.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight; Estimator/valuation definedness and uncertainty,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Do not use support/p-value/SE/sample count as directional evidence or multiply it into the observed value.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,search_adjusted_p_value,leadlag/search_adjusted_p_value,support_or_inference,ESTIMABILITY,P-value adjusted for the lag search multiplicity under stated assumptions.,Controls estimability/uncertainty of an inference. Never directional evidence and never a hand-tuned weight.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight; Estimator/valuation definedness and uncertainty,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Do not use support/p-value/SE/sample count as directional evidence or multiply it into the observed value.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_baseline_seconds,leadlag/lag_baseline_seconds,derived_measurement,CONTEXT_OR_MODEL_FEATURE,Causal historical reference lag for this relation.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,"Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_divergence_seconds,leadlag/lag_divergence_seconds,historical_comparison,CONTEXT_OR_MODEL_FEATURE,Current lag departure from historical lag reference.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_noise_scale_seconds,leadlag/lag_noise_scale_seconds,derived_measurement,RELATIONSHIP_STATE,Historical residual noise scale of lag estimates.,Requires temporally valid path overlap/support appropriate to the statistic; missing support is not zero relationship.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_zscore,leadlag/lag_zscore,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized unusualness of the current lag.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:DecoupledMove,Category(current; review semantics); Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,"Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,lag_velocity,leadlag/lag_velocity,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Rate at which the estimated lag is moving.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,correlation_gain_baseline,leadlag/correlation_gain_baseline,historical_reference,CONTEXT_OR_MODEL_FEATURE,Historical reference for the benefit of temporal shifting.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,"Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,correlation_gain_zscore,leadlag/correlation_gain_zscore,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized unusualness of current correlation gain.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:InefficientLag,Category(current; review semantics); Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,"Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,correlation_gain_velocity,leadlag/correlation_gain_velocity,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Rate of change of temporal-shift correlation gain.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,best_lag_correlation_baseline,leadlag/best_lag_correlation_baseline,historical_reference,CONTEXT_OR_MODEL_FEATURE,Historical reference for best-lag correlation.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,"Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
leadlag,best_lag_correlation_zscore,leadlag/best_lag_correlation_zscore,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized unusualness of best-lag correlation.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:AnchorStall,Category(current; review semantics); Coordination/Coattail context; Causal relations; Opportunity/Valuation; Hindsight,"Do not call the earlier series causal/leader or treat searched lag as exploitable without validation/costs. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,best_bid_price,liquidity/best_bid_price,direct_or_derived_measurement,EXECUTION_CONTEXT,Current executable best bid price; direct touch price fact.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,,Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,best_ask_price,liquidity/best_ask_price,direct_or_derived_measurement,EXECUTION_CONTEXT,Current executable best ask price; direct touch price fact.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,,Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,touch_quantity:bid,liquidity/touch_quantity:bid,direct_or_derived_measurement,EXECUTION_CONTEXT,Displayed base quantity at best bid.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,,Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,touch_quantity:ask,liquidity/touch_quantity:ask,direct_or_derived_measurement,EXECUTION_CONTEXT,Displayed base quantity at best ask.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,,Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,touch_notional:bid,liquidity/touch_notional:bid,direct_or_derived_measurement,EXECUTION_CONTEXT,Displayed quote notional at best bid.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,,Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,touch_notional:ask,liquidity/touch_notional:ask,direct_or_derived_measurement,EXECUTION_CONTEXT,Displayed quote notional at best ask.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,,Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,midpoint,liquidity/midpoint,direct_or_derived_measurement,EXECUTION_CONTEXT,"Current bid/ask midpoint; reference geometry, not executable price for a non-trivial position.",Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,,Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,spread,liquidity/spread,direct_or_derived_measurement,EXECUTION_CONTEXT,Absolute best-ask minus best-bid spread.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,,Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,relative_spread,liquidity/relative_spread,direct_or_derived_measurement,EXECUTION_CONTEXT,Spread divided by midpoint; scale-free touch transaction-cost geometry.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,Category:ExtremeScarcity; advisor:liquidity,Category(current; review semantics); advisor:liquidity; Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,two_sided_touch_notional,liquidity/two_sided_touch_notional,direct_or_derived_measurement,EXECUTION_CONTEXT,Minimum of bid and ask touch notionals; conservative two-sided touch capacity.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,Category:RobustLiquidity,Category(current; review semantics); Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
liquidity,touch_notional_imbalance,liquidity/touch_notional_imbalance,derived_dimensionless,EXECUTION_CONTEXT,Scale-free asymmetry of bid vs ask touch notional.,Core touch fact from a valid uncrossed touch snapshot. The restored Liquidity spec defines richer historical Maturity/SNR separately; the current implementation does not yet project those baseline/noise/recurrence metrics.,"Category:ExtremeScarcity,RobustLiquidity; advisor:liquidity",Category(current; review semantics); advisor:liquidity; Liquidity/Execution context; historical Liquidity state once spec metrics are implemented; PositionRisk where executable-depth semantics apply; Opportunity/Valuation context,Do not treat touch capacity as whole-position executability or as bullish/bearish evidence.,REVIEW: same raw metric currently supports both ExtremeScarcity and RobustLiquidity; polarity/transform is absent.,KEEP_REVIEW_CURRENT_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
morphology,book_shape_distance,morphology/book_shape_distance,structural_metric,CONTEXT_INPUT,Wasserstein-style distance between folded bid/ask normalized depth distributions; average bilateral shape mismatch.,Current shape facts are stateless once a valid two-sided book exists; morphology_change additionally requires a prior comparable shape. SNR is not intrinsic.,,advisor:morphology (intended); Historical context; Coordination context; Hindsight,Do not infer manipulation/synthetic liquidity from unusual geometry alone.,,KEEP_NEEDS_COMPOSITION,993c147ea9a3eb371c5b51d3210088bd8aec708a
morphology,book_shape_ks,morphology/book_shape_ks,structural_metric,CONTEXT_INPUT,Maximum cumulative discrepancy between folded bid/ask normalized depth distributions; worst local bilateral mismatch.,Current shape facts are stateless once a valid two-sided book exists; morphology_change additionally requires a prior comparable shape. SNR is not intrinsic.,,advisor:morphology (intended); Historical context; Coordination context; Hindsight,Do not infer manipulation/synthetic liquidity from unusual geometry alone.,,KEEP_NEEDS_COMPOSITION,993c147ea9a3eb371c5b51d3210088bd8aec708a
